,OpCode,Family,Genus,Species,Treatment,Precision..mm.,Activity,Fish.ID,School.Individual,Length..mm.,Length..m.,Time,Speed,Length.FID,Measurements
390,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,Perspex,26.932,flight,Perspex 1,Individual,292.519,0.292519,3,0.097506333,speed.prior.3,0.097506333
391,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,NA,no response,Turtle 1b,Individual,0,0,1.5,0,speed.prior.3,0
392,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,Perspex,12.193,flight,Perspex 3,Individual,159.27,0.15927,3,0.05309,speed.prior.3,0.05309
393,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,Perspex,13.46,flight,Perspex 1,Individual,574.735,0.574735,3,0.191578333,speed.prior.3,0.191578333
394,LIZARD2_CAM2_RIG1,Lutjanidae,Lutjanus,fulvus,Perspex,28.137,C- turn,Perspex 2,Individual,373.953,0.373953,3,0.124651,speed.prior.3,0.124651
395,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,Pipe,16.976,flight,Pipe 1,Individual,225.114,0.225114,3,0.075038,speed.prior.3,0.075038
396,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,Pipe,18.53,C- turn,Pipe 2,Individual,436.62,0.43662,3,0.14554,speed.prior.3,0.14554
397,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,Diver,11.59,flight,Diver 3,Individual,150.084,0.150084,3,0.050028,speed.prior.3,0.050028
398,LIZARD2_CAM2_RIG1,Lutjanidae,Lutjanus,carponotatus,Diver,NA,C- turn,Diver 1,Individual,0,0,3,0,speed.prior.3,0
399,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,Diver,NA,flight,Diver 2,Individual,0,0,3,0,speed.prior.3,0
400,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,Diver,NA,C- turn,Diver 4,Individual,0,0,3,0,speed.prior.3,0
401,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,Shark,NA,flight,Shark 1,Individual,0,0,3,0,speed.prior.3,0
402,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,Shark,3.093,flight,Shark 2,Individual,101.073,0.101073,3,0.033691,speed.prior.3,0.033691
403,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,Shark,10.325,flight,Shark 3,Individual,104.513,0.104513,3,0.034837667,speed.prior.3,0.034837667
404,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,Shark,10.146,C- turn,Shark 1,Individual,249.47,0.24947,3,0.083156667,speed.prior.3,0.083156667
405,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,Diver,12.361,flight,Diver 1,Individual,97.175,0.097175,3,0.032391667,speed.prior.3,0.032391667
406,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,Pipe,14.785,C- turn,Pipe 2,Individual,150.297,0.150297,3,0.050099,speed.prior.3,0.050099
407,LIZARD2_CAM4_RIG1,Serranidae,Plectropomus,sp,Diver,5.007,C- turn,Diver 1,Individual,232.262,0.232262,1,0.232262,speed.prior.3,0.232262
408,LIZARD2_CAM4_RIG1,Lutjanidae,Lutjanus,fulviflamma,Shark,9.741,C- turn,Shark 1,Individual,67.897,0.067897,1,0.067897,speed.prior.3,0.067897
409,LIZARD2_CAM4_RIG1,Haemulidae,Diagramma,pictum,Perspex,10,no response,Perspex 1,Individual,92.041,0.092041,3,0.030680333,speed.prior.3,0.030680333
410,LIZARD2_CAM4_RIG1,Haemulidae,Diagramma,pictum,Turtle,NA,no response,Turtle 1,Individual,0,0,1,0,speed.prior.3,0
411,LIZARD2_CAM4_RIG1,Haemulidae,Diagramma,pictum,Turtle,NA,no response,Turtle 2,Individual,0,0,1,0,speed.prior.3,0
412,LIZARD2_CAM4_RIG1,Haemulidae,Diagramma,pictum,Pipe,NA,no response,Pipe 1,Individual,0,0,1,0,speed.prior.3,0
413,LIZARD2_CAM4_RIG1,Haemulidae,Diagramma,pictum,Pipe,NA,no response,Pipe 2,Individual,0,0,1,0,speed.prior.3,0
414,LIZARD2_CAM4_RIG1,Haemulidae,Diagramma,pictum,Shark,NA,no response,Shark 2,Individual,0,0,3,0,speed.prior.3,0
415,LIZARD2_CAM5_RIG3,Haemulidae,Diagramma,pictum,Shark,7.096,C- turn,Shark 1,Individual,97.054,0.097054,1,0.097054,speed.prior.3,0.097054
416,LIZARD2_CAM5_RIG3,Haemulidae,Diagramma,pictum,Turtle,3.372,flight,Turtle 2,Individual,126.108,0.126108,1,0.126108,speed.prior.3,0.126108
417,LIZARD2_CAM5_RIG3,Haemulidae,Diagramma,pictum,Turtle,10.952,flight,Turtle 3,Individual,123.517,0.123517,1,0.123517,speed.prior.3,0.123517
418,LIZARD2_CAM5_RIG3,Haemulidae,Diagramma,pictum,Diver,NA,flight,Diver 1,Individual,0,0,3,0,speed.prior.3,0
419,LIZARD2_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,Diver,NA,C- turn,Diver 2,Individual,0,0,3,0,speed.prior.3,0
420,LIZARD2_CAM5_RIG3,Haemulidae,Diagramma,pictum,Perspex,NA,no response,Perspex 1,Individual,0,0,3,0,speed.prior.3,0
421,LIZARD2_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,Perspex,NA,no response,Perspex 2,Individual,0,0,3,0,speed.prior.3,0
422,LIZARD2_CAM5_RIG3,Lutjanidae,Lutjanus,carponotatus,Perspex,NA,no response,Perspex 3,Individual,0,0,3,0,speed.prior.3,0
423,LIZARD2_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,Pipe,NA,flight,Pipe 2,Individual,0,0,3,0,speed.prior.3,0
424,LIZARD2_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,Turtle,NA,flight,Turtle 1,Individual,0,0,1,0,speed.prior.3,0
425,LIZARD2_CAM5_RIG3,Lutjanidae,Lutjanus,carponotatus,Pipe,NA,flight,Pipe 3,Individual,0,0,3,0,speed.prior.3,0
426,LIZARD2_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,Shark,NA,no response,Shark 2,Individual,0,0,1,0,speed.prior.3,0
427,LIZARD2_CAM7_RIG1,Haemulidae,Diagramma,pictum,Turtle,NA,no response,Turtle 1,Individual,0,0,3,0,speed.prior.3,0
428,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,Shark,10.899,hide,Shark 3,Individual,264.592,0.264592,3,0.088197333,speed.prior.3,0.088197333
429,LIZARD3_CAM1_RIG1,Pomacanthidae,Pomacanthus,sexstriatus,Shark,7.232,flight,Shark 1,Individual,413.756,0.413756,3,0.137918667,speed.prior.3,0.137918667
430,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,albovittatus,Shark,36.905,flight,Shark 2,Individual,343.547,0.343547,3,0.114515667,speed.prior.3,0.114515667
431,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,Shark,17.905,flight,Shark 4,Individual,437.398,0.437398,3,0.145799333,speed.prior.3,0.145799333
432,LIZARD3_CAM1_RIG1,Pomacanthidae,Pomacanthus,sexstriatus,Diver,20.684,hide,Diver 1,Individual,489.23,0.48923,3,0.163076667,speed.prior.3,0.163076667
433,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,Diver,6.155,hide,Diver 2,Individual,338.061,0.338061,3,0.112687,speed.prior.3,0.112687
434,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,Perspex,17.272,C- turn,Perspex 1,Individual,285.362,0.285362,3,0.095120667,speed.prior.3,0.095120667
435,LIZARD3_CAM1_RIG1,Pomacanthidae,Pomacanthus,sexstriatus,Turtle,10.398,flight,Turtle 1,Individual,373.528,0.373528,3,0.124509333,speed.prior.3,0.124509333
436,LIZARD3_CAM1_RIG1,Pomacanthidae,Pomacanthus,sexstriatus,Diver,NA,hide,Diver 3,Individual,0,0,3,0,speed.prior.3,0
437,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,albovittatus,Perspex,NA,no response,Perspex 2,Individual,0,0,3,0,speed.prior.3,0
438,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,Pipe,NA,no response,Pipe 1,Individual,0,0,3,0,speed.prior.3,0
439,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,Pipe,NA,no response,Pipe 2,Individual,0,0,3,0,speed.prior.3,0
440,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,Pipe,NA,no response,Pipe 3,Individual,0,0,3,0,speed.prior.3,0
441,LIZARD3_CAM1_RIG1,Pomacanthidae,Pomacanthus,sexstriatus,Shark,NA,flight,Shark 5,Individual,0,0,3,0,speed.prior.3,0
442,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,albovittatus,Turtle,NA,flight,Turtle 2,Individual,0,0,3,0,speed.prior.3,0
443,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,fulviflamma,Perspex,16.989,C- turn,Perspex 2,Individual,70.268,0.070268,3,0.023422667,speed.prior.3,0.023422667
444,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,fulviflamma,Perspex,24.289,C- turn,Perspex 3,Individual,270.103,0.270103,3,0.090034333,speed.prior.3,0.090034333
445,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,fulviflamma,Perspex,5.711,no response,Perspex 4,Individual,385.927,0.385927,3,0.128642333,speed.prior.3,0.128642333
446,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,fulviflamma,Diver,12.299,flight,Diver 1,Individual,184.25,0.18425,3,0.061416667,speed.prior.3,0.061416667
447,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,fulviflamma,Pipe,6.45,no response,Pipe 1,Individual,451.326,0.451326,3,0.150442,speed.prior.3,0.150442
448,LIZARD3_CAM2_RIG1,Pomacanthidae,Pomacanthus,sexstriatus,Shark,10.916,flight,Shark 1,Individual,156.007,0.156007,3,0.052002333,speed.prior.3,0.052002333
449,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,bohar,Turtle,31.868,Passing,Turtle 1,Individual,926.001,0.926001,3,0.308667,speed.prior.3,0.308667
450,LIZARD3_CAM2_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,Pipe,NA,no response,Pipe 2,Individual,0,0,3,0,speed.prior.3,0
451,LIZARD3_CAM2_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,Turtle,NA,flight,Turtle 2,Individual,0,0,3,0,speed.prior.3,0
452,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,Pipe,10.864,flight,Pipe 1a,School,399.924,0.399924,3,0.133308,speed.prior.3,0.133308
453,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,Turtle,7.336,no response,Turtle 1a,School,83.504,0.083504,3,0.027834667,speed.prior.3,0.027834667
454,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,Turtle,10.41,no response,Turtle 1b,School,184.204,0.184204,3,0.061401333,speed.prior.3,0.061401333
455,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,Perspex,2.291,no response,Perspex 1a,School,66.476,0.066476,3,0.022158667,speed.prior.3,0.022158667
456,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,Perspex,7.16,no response,Perspex 1b,School,70.358,0.070358,3,0.023452667,speed.prior.3,0.023452667
457,LIZARD3_CAM3_RIG2,Haemulidae,Plectorhinchus,chrysotaenia,Shark,13.548,hide,Shark 1,Individual,178.326,0.178326,3,0.059442,speed.prior.3,0.059442
458,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,Diver,9.593,flight,Diver 2,Individual,590.672,0.590672,3,0.196890667,speed.prior.3,0.196890667
459,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,Diver,8.296,flight,Diver 3,Individual,120.768,0.120768,3,0.040256,speed.prior.3,0.040256
460,LIZARD3_CAM3_RIG2,Haemulidae,Plectorhinchus,lineatus,Diver,NA,flight,Diver 1,Individual,0,NA,3,0,speed.prior.3,0
461,LIZARD3_CAM3_RIG2,Haemulidae,Plectorhinchus,albovittatus,Shark,NA,no response,Shark 2,Individual,0,NA,3,0,speed.prior.3,0
462,LIZARD3_CAM5_RIG3,Haemulidae,Plectorhinchus,lineatus,Shark,NA,flight,Shark 1,Individual,0,0,3,0,speed.prior.3,0
463,LIZARD3_CAM5_RIG3,Haemulidae,Plectorhinchus,lineatus,Turtle,NA,flight,Turtle 1,Individual,0,0,1,0,speed.prior.3,0
464,LIZARD3_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,Turtle,NA,hide,Turtle 2,Individual,0,0,1,0,speed.prior.3,0
465,LIZARD3_CAM6_RIG2,Lutjanidae,Lutjanus,fulviflamma,Diver,9.609,flight,Diver 1,Individual,162.898,0.162898,1,0.162898,speed.prior.3,0.162898
466,LIZARD3_CAM6_RIG2,Haemulidae,Plectorhinchus,chrysotaenia,Shark,NA,no response,Shark 1,Individual,0,0,3,0,speed.prior.3,0
467,LIZARD3_CAM6_RIG2,Haemulidae,Plectorhinchus,lineatus,Turtle,NA,hide,Turtle 1,Individual,0,0,3,0,speed.prior.3,0
468,LIZARD3_CAM6_RIG2,Haemulidae,Plectorhinchus,chrysotaenia,Turtle,NA,hide,Turtle 2,Individual,0,0,3,0,speed.prior.3,0
469,LIZARD4_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,Diver,7.298,flight,Diver 1a,School,255.633,0.255633,3,0.085211,speed.prior.3,0.085211
470,LIZARD4_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,Diver,11.822,flight,Diver 1b,School,123.217,0.123217,3,0.041072333,speed.prior.3,0.041072333
471,LIZARD4_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,Perspex,4.678,no response,Perspex 2b,School,139.93,0.13993,3,0.046643333,speed.prior.3,0.046643333
472,LIZARD4_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,Perspex,NA,no response,Perspex 2a,School,0,0,3,0,speed.prior.3,0
473,LIZARD4_CAM2_RIG3,Serranidae,Plectropomus,sp,Perspex,NA,no response,Perspex 1,Individual,0,0,3,0,speed.prior.3,0
474,LIZARD4_CAM2_RIG3,Lethrinidae,Lethrinus,atkinsoni,Pipe,NA,flight,Pipe 1,Individual,0,0,3,0,speed.prior.3,0
475,LIZARD4_CAM2_RIG3,Serranidae,Plectropomus,sp,Pipe,NA,no response,Pipe 2,Individual,0,0,3,0,speed.prior.3,0
476,LIZARD4_CAM4_RIG1,Lutjanidae,Lutjanus,bohar,Shark,15.444,flight,Shark 3,Individual,289.187,0.289187,3,0.096395667,speed.prior.3,0.096395667
477,LIZARD4_CAM4_RIG1,Lutjanidae,Lutjanus,fulviflamma,Shark,9.672,flight,Shark 4a,School,129.801,0.129801,1,0.129801,speed.prior.3,0.129801
478,LIZARD4_CAM4_RIG1,Lutjanidae,Lutjanus,fulviflamma,Shark,11.402,flight,Shark 4b,School,158.124,0.158124,1,0.158124,speed.prior.3,0.158124
479,LIZARD4_CAM4_RIG1,Lutjanidae,Lutjanus,fulviflamma,Shark,7.336,flight,Shark 4c,School,194.826,0.194826,1,0.194826,speed.prior.3,0.194826
480,LIZARD4_CAM4_RIG1,Serranidae,Plectropomus,sp,Shark,38.292,flight,Shark 5,Individual,389.215,0.389215,3,0.129738333,speed.prior.3,0.129738333
481,LIZARD4_CAM4_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,Diver,5.994,flight,Diver 1,Individual,303.48,0.30348,3,0.10116,speed.prior.3,0.10116
482,LIZARD4_CAM4_RIG1,Serranidae,Plectropomus,sp,Pipe,NA,swim backwards,Pipe 1,Individual,0,0,3,0,speed.prior.3,0
483,LIZARD4_CAM4_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,Pipe,NA,no response,Pipe 2,Individual,0,0,3,0,speed.prior.3,0
484,LIZARD4_CAM4_RIG1,Serranidae,Plectropomus,sp,Turtle,NA,no response,Turtle 1,Individual,0,0,3,0,speed.prior.3,0
485,LIZARD4_CAM4_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,Turtle,NA,flight,Turtle 2,Individual,0,0,3,0,speed.prior.3,0
486,LIZARD4_CAM4_RIG1,Serranidae,Plectropomus,sp,Perspex,NA,no response,Perspex 1,Individual,0,0,3,0,speed.prior.3,0
487,LIZARD4_CAM4_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,Perspex,NA,no response,Perspex 2,Individual,0,0,3,0,speed.prior.3,0
488,LIZARD4_CAM4_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,Shark,NA,flight,Shark 2,Individual,0,0,3,0,speed.prior.3,0
489,LIZARD4_CAM5_RIG1,Haemulidae,Plectorhinchus,lineatus,Perspex,13.816,C- turn,Perspex 1,Individual,198.335,0.198335,3,0.066111667,speed.prior.3,0.066111667
490,LIZARD4_CAM5_RIG1,Lutjanidae,Lutjanus,fulviflamma,Perspex,12.068,C- turn,Perspex 2,Individual,593.678,0.593678,3,0.197892667,speed.prior.3,0.197892667
491,LIZARD4_CAM5_RIG1,Lutjanidae,Lutjanus,fulviflamma,Perspex,16.525,flight,Perspex 3c,School,336.863,0.336863,3,0.112287667,speed.prior.3,0.112287667
492,LIZARD4_CAM5_RIG1,Lutjanidae,Lutjanus,carponotatus,Turtle,12.377,flight,Turtle 1,Individual,435.77,0.43577,3,0.145256667,speed.prior.3,0.145256667
493,LIZARD4_CAM5_RIG1,Lutjanidae,Lutjanus,bohar,Pipe,22.275,flight,Pipe 1,Individual,500.434,0.500434,3,0.166811333,speed.prior.3,0.166811333
494,LIZARD4_CAM5_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,Shark,7.29,flight,Shark 1,Individual,262.11,0.26211,3,0.08737,speed.prior.3,0.08737
495,LIZARD4_CAM5_RIG1,Serranidae,Plectropomus,sp,Diver,NA,flight,Diver 1,Individual,0,0,3,0,speed.prior.3,0
496,LIZARD4_CAM5_RIG1,Lutjanidae,Lutjanus,fulviflamma,Perspex,NA,flight,Perspex 3b,School,0,0,3,0,speed.prior.3,0
497,LIZARD4_CAM5_RIG1,Haemulidae,Plectorhinchus,lineatus,Shark,NA,flight,Shark 2,Individual,0,0,3,0,speed.prior.3,0
498,LIZARD4_CAM7_RIG2,Serranidae,Plectropomus,sp,Turtle,NA,no response,Turtle 1,Individual,0,0,3,0,speed.prior.3,0
499,LIZARD5_CAM1_RIG2,Serranidae,Plectropomus,sp,Shark,NA,flight,Shark 1,Individual,0,0,3,0,speed.prior.3,0
500,LIZARD5_CAM2_RIG3,Serranidae,Plectropomus,sp,Pipe,NA,no response,Pipe 1,Individual,0,0,3,0,speed.prior.3,0
501,LIZARD1_CAM10_RIG2,Haemulidae,Plectorhinchus,albovittatus,Turtle,NA,no response,Turtle 1,Individual,0,0,1.3,0,speed.FID,0
502,LIZARD1_CAM11_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,Pipe,NA,no response,Pipe 1,Individual,0,0,3.44,0,speed.FID,0
503,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,Perspex,11.538,no response,Perspex 1,Individual,130.09,0.13009,0.63,0.206492063,speed.FID,0.206492063
504,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,sp,Pipe,4.409,hide,Pipe 1a,School,127.397,0.127397,0.66,0.193025758,speed.FID,0.193025758
505,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,sp,Pipe,7.299,hide,Pipe 1c,School,130.089,0.130089,1.13,0.115123009,speed.FID,0.115123009
506,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,sp,Pipe,6.03,C- turn,Pipe 1b,School,119.182,0.119182,1.83,0.065126776,speed.FID,0.065126776
507,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,Pipe,12.393,hide,Pipe 2,Individual,242.387,0.242387,3.47,0.069852161,speed.FID,0.069852161
508,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,sp,Turtle,6.975,hide,Turtle 1c,School,64.897,0.064897,0.6,0.108161667,speed.FID,0.108161667
509,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,sp,Turtle,5.919,hide,Turtle 1a,School,56.162,0.056162,0.4,0.140405,speed.FID,0.140405
510,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,sp,Turtle,6.098,hide,Turtle 1b,School,116.553,0.116553,0.53,0.219911321,speed.FID,0.219911321
511,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,Perspex,NA,no response,Perspex 2,Individual,0,0,0.63,0,speed.FID,0
512,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,sp,Perspex,NA,no response,Perspex 3a,School,0,0,0.16,0,speed.FID,0
513,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,sp,Perspex,NA,no response,Perspex 3b,School,0,0,0.56,0,speed.FID,0
514,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,sp,Perspex,NA,no response,Perspex 3c,School,0,0,0.43,0,speed.FID,0
515,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Diver,3.665,hide,Diver 1,Individual,34.625,0.034625,0.23,0.150543478,speed.FID,0.150543478
516,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Diver,4.625,hide,Diver 3a,School,40.832,0.040832,0.34,0.120094118,speed.FID,0.120094118
517,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Diver,6.721,hide,Diver 3b,School,41.246,0.041246,0.34,0.121311765,speed.FID,0.121311765
518,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Diver,4.617,hide,Diver 2,Individual,259.842,0.259842,0.97,0.267878351,speed.FID,0.267878351
519,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,6.22,hide,Pipe 3a,School,148.265,0.148265,0.63,0.23534127,speed.FID,0.23534127
520,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,3.237,hide,Pipe 3b,School,37.666,0.037666,0.63,0.059787302,speed.FID,0.059787302
521,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,11.064,hide,Pipe 3c,School,132.238,0.132238,0.63,0.209901587,speed.FID,0.209901587
522,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Pipe,6.049,hide,Pipe 2,Individual,124.378,0.124378,1,0.124378,speed.FID,0.124378
523,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Turtle,3.82,flight,Turtle 2,Individual,151.104,0.151104,0.84,0.179885714,speed.FID,0.179885714
524,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,carponotatus,Turtle,4.589,C- turn,Turtle 3,Individual,86.932,0.086932,1.24,0.070106452,speed.FID,0.070106452
525,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Shark,8.699,flight,Shark 2,Individual,348.791,0.348791,2.17,0.16073318,speed.FID,0.16073318
526,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,5.336,no response,Shark 1,School,53.683,0.053683,1.91,0.028106283,speed.FID,0.028106283
527,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,3.628,hide,Shark 3a,School,77.469,0.077469,1.91,0.040559686,speed.FID,0.040559686
528,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Perspex,NA,no response,Perspex 1,Individual,0,0,0.33,0,speed.FID,0
529,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,Perspex,NA,no response,Perspex 2,Individual,0,0,0.33,0,speed.FID,0
530,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Perspex,NA,no response,Perspex 3a,School,0,0,0.33,0,speed.FID,0
531,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Perspex,NA,no response,Perspex 3b,School,0,0,0.33,0,speed.FID,0
532,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Perspex,NA,no response,Perspex 3c,School,0,0,0.33,0,speed.FID,0
533,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Pipe,NA,no response,Pipe 1,Individual,0,0,1,0,speed.FID,0
534,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Shark,NA,hide,Shark 3b,School,0,0,1.91,0,speed.FID,0
535,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,sp,Turtle,NA,no response,Turtle 1,Individual,0,0,1.74,0,speed.FID,0
536,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Perspex,9.258,no response,Perspex 1,Individual,57.192,0.057192,0.83,0.068906024,speed.FID,0.068906024
537,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Perspex,3.459,no response,Perspex 2,Individual,64.652,0.064652,0.83,0.077893976,speed.FID,0.077893976
538,LIZARD1_CAM5_RIG3,Lutjanidae,Lutjanus,sp,Diver,4.09,hide,Diver 1,Individual,45.871,0.045871,0.47,0.097597872,speed.FID,0.097597872
539,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Diver,40.186,hide,Diver 1,Individual,130.349,0.130349,0.63,0.206903175,speed.FID,0.206903175
540,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Diver,22.991,hide,Diver 2,Individual,133.506,0.133506,1.5,0.089004,speed.FID,0.089004
541,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Shark,12.189,flight,Shark 2,Individual,393.137,0.393137,1.76,0.223373295,speed.FID,0.223373295
542,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,Shark,15.411,flight,Shark 1,Individual,838.488,0.838488,2.8,0.29946,speed.FID,0.29946
543,LIZARD1_CAM6_RIG1,Haemulidae,Diagramma,pictum,Pipe,8.531,flight,Pipe 1,Individual,176.28,0.17628,1.66,0.106192771,speed.FID,0.106192771
544,LIZARD1_CAM6_RIG1,Haemulidae,Diagramma,pictum,Pipe,16.368,flight,Pipe 2,Individual,294.309,0.294309,1.66,0.177294578,speed.FID,0.177294578
545,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,Perspex,6.341,flight,Perspex 1,Individual,170.916,0.170916,0.73,0.234131507,speed.FID,0.234131507
546,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,NA,no response,Turtle 1a,Individual,0,0,0.4,0,speed.FID,0
547,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,NA,no response,Turtle 1b,Individual,0,0,0.4,0,speed.FID,0
548,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,Turtle,NA,no response,Turtle 1c,Individual,0,0,0.4,0,speed.FID,0
549,LIZARD2_CAM2_RIG1,Lutjanidae,Lutjanus,fulvus,Perspex,38.646,C- turn,Perspex 2,Individual,449.077,0.449077,0.6,0.748461667,speed.FID,0.748461667
550,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,Perspex,12.889,flight,Perspex 1,Individual,866.331,0.866331,0.6,1.443885,speed.FID,1.443885
