,unique_id,dfs.fid,dfs.prior.1,dfs.prior.2,dfs.prior.3,fid,length,speed.fid,speed.prior.1,speed.prior.2,speed.prior.3,Treatment,opcode,family,genus,species,activity,school_individual,DFSAvg,speed.priorAvg,scientific,site
101,Pipe 2LIZARD4_CAM2_RIG3,NA,NA,NA,NA,419.922,303.778,0,0,0,0,Pipe,LIZARD4_CAM2_RIG3,Serranidae,Plectropomus,spp,no response,Individual,NA,0,Plectropomus.spp,4
102,Pipe 2LIZARD4_CAM4_RIG1,765.029,285.019,695.15,696.182,1484.876,410.864,0,0,0,0,Pipe,LIZARD4_CAM4_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,558.7836667,0,Plectorhinchus.chrysotaenia,4
103,Pipe 3aLIZARD1_CAM4_RIG2,128.764,287.65,314.263,98.485,915.496,123.694,0.23534127,0.032103333,NA,0.037615333,Pipe,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,hide,School,233.466,0.034859333,Lutjanus.spp,1
104,Pipe 3bLIZARD1_CAM4_RIG2,67.229,NA,99.234,90.756,843.308,112.847,0.059787302,NA,NA,0.021486667,Pipe,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,hide,School,94.995,0.021486667,Lutjanus.spp,1
105,Pipe 3cLIZARD1_CAM4_RIG2,89.455,151.243,137.571,136.812,890.862,104.495,0.209901587,0.063680333,NA,0.049705667,Pipe,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,hide,School,141.8753333,0.056693,Lutjanus.spp,1
106,Pipe 3LIZARD2_CAM5_RIG3,0,0,0,0,1083.358,NA,0.404039474,0.025279333,0.016351667,0,Pipe,LIZARD2_CAM5_RIG3,Lutjanidae,Lutjanus,carponotatus,flight,Individual,NA,0.013877,Lutjanus.carponotatus,2
107,Pipe 3LIZARD3_CAM1_RIG1,571.542,NA,NA,NA,1188.836,NA,0,0,0,0,Pipe,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,NA,0,Plectorhinchus.chrysotaenia,3
108,Shark 1LIZARD1_CAM4_RIG2,146.72,136.228,137.898,134.717,1069.708,114.044,0.028106283,NA,0,0.01509,Shark,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,no response,Individual,136.281,0.007545,Lutjanus.spp,1
109,Shark 1LIZARD1_CAM6_RIG1,211.654,101.586,129.353,137.258,2628.792,215.732,0.29946,0,0,0.29393,Shark,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulvus,flight,Individual,122.7323333,0.097976667,Lutjanus.fulvus,1
110,Shark 1LIZARD2_CAM2_RIG1,315.372,274.186,294.168,302.74,1927.475,239.945,0.238661224,0,0,0,Shark,LIZARD2_CAM2_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,290.3646667,0,Diagramma.pictum,2
111,Shark 1LIZARD2_CAM3_RIG1,NA,236.533,144.928,217.371,1327.082,248.576,0.268691732,0.141835667,0.130439333,0.083156667,Shark,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,C- turn,Individual,199.6106667,0.118477222,Diagramma.pictum,2
112,Shark 1LIZARD2_CAM4_RIG1,418.414,319.684,529.588,433.333,1891.677,290.038,0.2862975,0,0,0.067897,Turtle,LIZARD2_CAM4_RIG1,Lutjanidae,Lutjanus,fulviflamma,C- turn,Individual,427.535,0.022632333,Lutjanus.fulviflamma,2
113,Shark 1LIZARD2_CAM5_RIG3,NA,325.675,NA,NA,1099.562,191.864,0.065816047,0.077425,0.067503667,0.097054,Shark,LIZARD2_CAM5_RIG3,Haemulidae,Diagramma,pictum,C- turn,Individual,325.675,0.080660889,Diagramma.pictum,2
114,Shark 1LIZARD3_CAM1_RIG1,1239.558,777.987,1066.293,1148.938,521.595,378.589,1.322216981,0.033876667,0,0.137918667,Shark,LIZARD3_CAM1_RIG1,Pomacanthidae,Pomacanthus,sexstriatus,flight,Individual,997.7393333,0.057265111,Pomacanthus.sexstriatus,3
115,Shark 1LIZARD3_CAM2_RIG1,769.035,1126.772,919.824,861.051,1996.874,399.138,0.348912692,0.075642,0,0.052002333,Shark,LIZARD3_CAM2_RIG1,Pomacanthidae,Pomacanthus,sexstriatus,flight,Individual,969.2156667,0.042548111,Pomacanthus.sexstriatus,3
116,Shark 1LIZARD3_CAM3_RIG2,NA,129.236,135.459,143.23,1178.849,271.971,0.251672038,0,0,0.059442,Shark,LIZARD3_CAM3_RIG2,Haemulidae,Plectorhinchus,chrysotaenia,hide,Individual,135.975,0.019814,Plectorhinchus.chrysotaenia,3
117,Shark 1LIZARD3_CAM5_RIG3,52.247,50.662,42.758,47.2,1185.486,274.712,0.459763158,0,0,0,Shark,LIZARD3_CAM5_RIG3,Haemulidae,Plectorhinchus,lineatus,flight,Individual,46.87333333,0,Plectorhinchus.lineatus,3
118,Shark 1LIZARD3_CAM6_RIG2,137.727,146.406,149.927,154.41,802.378,248.028,0,0,0,0,Turtle,LIZARD3_CAM6_RIG2,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,150.2476667,0,Plectorhinchus.chrysotaenia,3
119,Shark 1LIZARD4_CAM2_RIG3,256.505,NA,330.622,352.36,766.551,NA,NA,NA,NA,NA,Shark,LIZARD4_CAM2_RIG3,Serranidae,Plectropomus,spp,hide,Individual,341.491,NA,Plectropomus.spp,4
120,Shark 1LIZARD4_CAM4_RIG1,129.417,216.004,386.478,200.355,1695.648,520.609,0.63108037,0.081669,0.155951667,NA,Shark,LIZARD4_CAM4_RIG1,Serranidae,Plectropomus,spp,flight,Individual,267.6123333,0.118810333,Plectropomus.spp,4
121,Shark 1LIZARD4_CAM5_RIG1,224.296,507.676,359.027,259.275,1210.33,402.95,0.295712262,0.03183,0,0.08737,Shark,LIZARD4_CAM5_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,375.326,0.039733333,Plectorhinchus.chrysotaenia,4
122,Shark 1LIZARD5_CAM1_RIG2,35.038,147.33,53.905,37.068,1011.275,390.817,0.2393696,0.029227667,0,0,Shark,LIZARD5_CAM1_RIG2,Serranidae,Plectropomus,spp,flight,Individual,79.43433333,0.009742556,Plectropomus.spp,5
123,Shark 2LIZARD1_CAM4_RIG2,263.014,127.969,137.609,124.947,1592.574,211.539,0.16073318,0,0.034284667,0.032580333,Turtle,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,flight,Individual,130.175,0.022288333,Lutjanus.fulviflamma,1
124,Shark 2LIZARD1_CAM6_RIG1,100.373,128.225,104.984,115.31,2277.881,163.1,0.223373295,0,0.353415,0.308092,Shark,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,flight,Individual,116.173,0.220502333,Lutjanus.fulviflamma,1
125,Shark 2LIZARD2_CAM3_RIG1,NA,246.753,278.144,265.135,1670.8,258.572,0.199788078,0.135924,0.133326667,0.033691,Shark,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,263.344,0.100980556,Diagramma.pictum,2
126,Shark 2LIZARD2_CAM4_RIG1,101.942,161.219,161.4,150.568,1587.086,312.699,0,0,0,0,Turtle,LIZARD2_CAM4_RIG1,Haemulidae,Diagramma,pictum,no response,Individual,157.729,0,Diagramma.pictum,2
127,Shark 2LIZARD2_CAM5_RIG3,499.087,367.253,580.429,548.572,1278.937,307.483,0,0.037114,0,0,Shark,LIZARD2_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,no response,Individual,498.7513333,0.012371333,Plectorhinchus.chrysotaenia,2
128,Shark 2LIZARD3_CAM1_RIG1,1064.438,NA,187.966,159.835,1558.45,NA,1.804476923,0,0,0.114515667,Shark,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,173.9005,0.038171889,Plectorhinchus.chrysotaenia,3
129,Shark 2LIZARD4_CAM2_RIG3,412.948,0,NA,96.894,613.29,NA,NA,NA,NA,NA,Shark,LIZARD4_CAM2_RIG3,Serranidae,Plectropomus,spp,flight,Individual,96.894,NA,Plectropomus.spp,4
130,Shark 2LIZARD4_CAM4_RIG1,797.49,141.597,98.813,263.328,1963.081,437.9,0.279903913,0.077283667,0,0,Shark,LIZARD4_CAM4_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,167.9126667,0.025761222,Plectorhinchus.chrysotaenia,4
131,Shark 2LIZARD4_CAM5_RIG1,228.779,304.95,288.027,272.395,2069.6,348.225,0.193540872,0,0,0,Pipe,LIZARD4_CAM5_RIG1,Haemulidae,Plectorhinchus,lineatus,flight,Individual,288.4573333,0,Plectorhinchus.lineatus,4
132,Shark 3aLIZARD1_CAM4_RIG2,77.347,119.781,128.478,128.579,1111.839,99.465,0.040559686,0,0,0.028622,Shark,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,hide,School,125.6126667,0.009540667,Lutjanus.spp,1
133,Shark 3aLIZARD4_CAM2_RIG3,301.622,248.506,358.624,239.83,761.867,NA,NA,NA,NA,NA,Shark,LIZARD4_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,flight,School,282.32,NA,Lutjanus.fulviflamma,4
134,Shark 3bLIZARD1_CAM4_RIG2,91.43,98.192,119.293,145.579,1164.206,118.536,0,0,0,0,Shark,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,hide,School,121.0213333,0,Lutjanus.spp,1
135,Shark 3bLIZARD4_CAM2_RIG3,223.737,232.986,208.318,234.332,784.852,NA,NA,NA,NA,NA,Shark,LIZARD4_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,flight,School,225.212,NA,Lutjanus.fulviflamma,4
136,Shark 3LIZARD2_CAM3_RIG1,NA,130.071,245.923,332.596,1895.173,237.704,0.034018491,0.105467333,0.093723333,0.034837667,Shark,LIZARD2_CAM3_RIG1,Haemulidae,Diagramma,pictum,flight,Individual,236.1966667,0.078009444,Diagramma.pictum,2
137,Shark 3LIZARD3_CAM1_RIG1,298.225,353.502,290.439,201.541,1361.233,382.229,0.642214953,0,0,0.088197333,Shark,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,hide,Individual,281.8273333,0.029399111,Plectorhinchus.chrysotaenia,3
138,Shark 3LIZARD4_CAM4_RIG1,577.773,137.605,0,600.526,2357.937,739.431,0.505414371,0.112800667,0.152524667,0.096395667,Perspex,LIZARD4_CAM4_RIG1,Lutjanidae,Lutjanus,bohar,flight,Individual,369.0655,0.120573667,Lutjanus.bohar,4
139,Shark 4aLIZARD4_CAM4_RIG1,103.913,454.005,396.843,290.157,1177.173,237.438,0.166897297,0.077812,0.240138,0.129801,Shark,LIZARD4_CAM4_RIG1,Lutjanidae,Lutjanus,fulviflamma,flight,School,380.335,0.149250333,Lutjanus.fulviflamma,4
140,Shark 4bLIZARD4_CAM4_RIG1,194.848,625.921,442.934,254.415,1074.558,210.528,0.415754054,0.036136,0.358461,0.158124,Shark,LIZARD4_CAM4_RIG1,Lutjanidae,Lutjanus,fulviflamma,flight,School,441.09,0.184240333,Lutjanus.fulviflamma,4
141,Shark 4cLIZARD4_CAM4_RIG1,172.845,555.653,454.36,114.664,1037.583,215.495,0.358875676,0.084443,0.195569,0.194826,Shark,LIZARD4_CAM4_RIG1,Lutjanidae,Lutjanus,fulviflamma,flight,School,374.8923333,0.158279333,Lutjanus.fulviflamma,4
142,Shark 4LIZARD3_CAM1_RIG1,565.009,704.207,770.193,870.916,1056.439,375.78,1.13289,0,0,0.145799333,Shark,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,781.772,0.048599778,Plectorhinchus.chrysotaenia,3
143,Shark 5LIZARD3_CAM1_RIG1,700.444,795.507,848.252,724.888,1845.513,372.746,1.303314,0,0,0,Shark,LIZARD3_CAM1_RIG1,Pomacanthidae,Pomacanthus,sexstriatus,flight,Individual,789.549,0,Pomacanthus.sexstriatus,3
144,Shark 5LIZARD4_CAM4_RIG1,0,0,0,0,1067.769,467.334,0.392655466,NA,NA,0.129738333,Shark,LIZARD4_CAM4_RIG1,Serranidae,Plectropomus,spp,flight,Individual,NA,0.129738333,Plectropomus.spp,4
145,Shark 6LIZARD3_CAM1_RIG1,515.206,NA,NA,NA,1069.408,255.474,0.408650704,NA,NA,NA,Shark,LIZARD3_CAM1_RIG1,Lutjanidae,Lutjanus,carponotatus,flight,Individual,NA,NA,Lutjanus.carponotatus,3
146,Turtle 1aLIZARD1_CAM2_RIG3,44.613,99.306,53.085,56.089,1048.079,102.173,0.140405,0.008935667,0.033529,0,Turtle,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,spp,hide,School,69.49333333,0.014154889,Lutjanus.spp,1
147,Turtle 1aLIZARD1_CAM6_RIG1,81.835,171.205,161.749,124.892,2058.448,NA,0,0.228146,0.541097,0.212580667,Turtle,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,no response,School,152.6153333,0.327274556,Lutjanus.fulviflamma,1
148,Turtle 1aLIZARD3_CAM3_RIG2,NA,91.867,130.239,89.843,1186.2,171.029,0.102297674,0.022687,0.089977333,0.027834667,Turtle,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,no response,School,103.983,0.046833,Lutjanus.fulviflamma,3
149,Turtle 1aLIZARD4_CAM2_RIG3,NA,NA,NA,NA,541.402,145.85,NA,NA,NA,NA,Perspex,LIZARD4_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,flight,School,NA,NA,Lutjanus.fulviflamma,4
150,Turtle 1bLIZARD1_CAM2_RIG3,0,124.261,113.008,222.761,882.193,80.347,0.219911321,0.029407,0.042220667,0.101118,Turtle,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,spp,hide,School,153.3433333,0.057581889,Lutjanus.spp,1
151,Turtle 1bLIZARD1_CAM6_RIG1,118.751,134.945,145.582,94.005,1973.807,NA,0,0,0,0,Turtle,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,no response,School,124.844,0,Lutjanus.fulviflamma,1
152,Turtle 1bLIZARD3_CAM3_RIG2,NA,275.545,275.856,186.971,1053.9,202.626,0.301309302,0.044618,0.100609333,0.061401333,Turtle,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,no response,School,246.124,0.068876222,Lutjanus.fulviflamma,3
153,Turtle 1bLIZARD4_CAM2_RIG3,NA,NA,NA,NA,513.276,117.593,NA,NA,NA,NA,Perspex,LIZARD4_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,flight,School,NA,NA,Lutjanus.fulviflamma,4
154,Turtle 1cLIZARD1_CAM2_RIG3,56.098,45.69,48.917,69.962,971.661,NA,0.108161667,0.0353565,0.075189552,0,Turtle,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,spp,hide,School,54.85633333,0.036848684,Lutjanus.spp,1
155,Turtle 1cLIZARD1_CAM6_RIG1,90.03,113.542,92.678,76.874,1963.001,NA,0,0.180454,0.161801,0.168575333,Turtle,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,no response,School,94.36466667,0.170276778,Lutjanus.fulviflamma,1
156,Turtle 1cLIZARD3_CAM3_RIG2,NA,126.701,112.542,241.412,1245.404,176.943,0,0.057722333,0.025618333,0.025047333,Turtle,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,no response,School,160.2183333,0.036129333,Lutjanus.fulviflamma,3
157,Turtle 1cLIZARD4_CAM2_RIG3,NA,NA,NA,NA,767.609,160.069,NA,NA,NA,NA,Perspex,LIZARD4_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,flight,School,NA,NA,Lutjanus.fulviflamma,4
158,Turtle 1LIZARD1_CAM10_RIG2,0,0,0,0,1545.256,468.305,0,0,0,0,Turtle,LIZARD1_CAM10_RIG2,Haemulidae,Plectorhinchus,albovittatus,no response,Individual,NA,0,Plectorhinchus.albovittatus,1
159,Turtle 1LIZARD1_CAM4_RIG2,204.061,184.541,155.972,167.449,1281.045,117.127,0,0,0,0,Turtle,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,no response,Individual,169.3206667,0,Lutjanus.spp,1
160,Turtle 1LIZARD2_CAM4_RIG1,312.447,NA,305.004,275.452,1978.433,270.445,0,NA,0,0,Turtle,LIZARD2_CAM4_RIG1,Haemulidae,Diagramma,pictum,no response,Individual,290.228,0,Diagramma.pictum,2
161,Turtle 1LIZARD2_CAM5_RIG3,529.501,465.496,516.077,522.05,730.639,286.713,0.248800855,0,0,0,Turtle,LIZARD2_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,501.2076667,0,Plectorhinchus.chrysotaenia,2
162,Turtle 1LIZARD2_CAM7_RIG1,268.937,275.829,293.629,256.428,1316.457,255.923,0,0,0,0,Turtle,LIZARD2_CAM7_RIG1,Haemulidae,Diagramma,pictum,no response,Individual,275.2953333,0,Diagramma.pictum,2
163,Turtle 1LIZARD3_CAM1_RIG1,409.6,665.288,584.716,478.967,2125.014,283.216,0.29385625,0,0.054870333,0.124509333,Turtle,LIZARD3_CAM1_RIG1,Pomacanthidae,Pomacanthus,sexstriatus,flight,Individual,576.3236667,0.059793222,Pomacanthus.sexstriatus,3
164,Turtle 1LIZARD3_CAM2_RIG1,967.19,NA,NA,581.243,2430.997,566.31,0.568014545,NA,0.323606667,0.308667,Turtle,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,bohar,Passing,Individual,581.243,0.316136833,Lutjanus.bohar,3
165,Turtle 1LIZARD3_CAM5_RIG3,86.46,118.534,106.245,119.777,1217.788,323.448,0.072088415,0,0,0,Diver,LIZARD3_CAM5_RIG3,Haemulidae,Plectorhinchus,lineatus,flight,Individual,114.852,0,Plectorhinchus.lineatus,3
166,Turtle 1LIZARD3_CAM6_RIG2,185.956,285.813,221.836,257.554,1045.55,320.197,0.091357391,0.150531579,0.054997667,0,Turtle,LIZARD3_CAM6_RIG2,Haemulidae,Plectorhinchus,lineatus,hide,Individual,255.0676667,0.068509749,Plectorhinchus.lineatus,3
167,Turtle 1LIZARD4_CAM4_RIG1,0,NA,0,0,1523.649,597.735,0,0,0,0,Turtle,LIZARD4_CAM4_RIG1,Serranidae,Plectropomus,spp,no response,Individual,NA,0,Plectropomus.spp,4
168,Turtle 1LIZARD4_CAM5_RIG1,582.225,117.8,462.47,550.376,1803.346,216.73,0.379042105,0.140640526,0.097830435,0.145256667,Turtle,LIZARD4_CAM5_RIG1,Lutjanidae,Lutjanus,carponotatus,flight,Individual,376.882,0.127909209,Lutjanus.carponotatus,4
169,Turtle 1LIZARD4_CAM7_RIG2,0,0,0,0,247.706,258.597,0,0,0,0,Turtle,LIZARD4_CAM7_RIG2,Serranidae,Plectropomus,spp,no response,Individual,NA,0,Plectropomus.spp,4
170,Turtle 2LIZARD1_CAM4_RIG2,209.254,291.244,281.228,267.248,1521.913,195.276,0.179885714,0.017564,0,0.02436,Turtle,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,flight,Individual,279.9066667,0.013974667,Lutjanus.fulviflamma,1
171,Turtle 2LIZARD2_CAM4_RIG1,290.802,NA,NA,291.9,2286.263,271.41,0,NA,NA,0,Turtle,LIZARD2_CAM4_RIG1,Haemulidae,Diagramma,pictum,no response,Individual,291.9,0,Diagramma.pictum,2
172,Turtle 2LIZARD2_CAM5_RIG3,349.892,415.37,450.207,514.737,668.563,207.29,0.274965812,0,0.116395,0.126108,Turtle,LIZARD2_CAM5_RIG3,Haemulidae,Diagramma,pictum,flight,Individual,460.1046667,0.080834333,Diagramma.pictum,2
173,Turtle 2LIZARD3_CAM1_RIG1,128.525,88.83,122.073,143.15,2938.462,441.532,0.122078199,0,0,0,Turtle,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,albovittatus,flight,Individual,118.0176667,0,Plectorhinchus.albovittatus,3
174,Turtle 2LIZARD3_CAM2_RIG1,94.049,109.42,92.393,274.76,1563.113,388.293,0.34056,0,0,0,Turtle,LIZARD3_CAM2_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,158.8576667,0,Plectorhinchus.chrysotaenia,3
175,Turtle 2LIZARD3_CAM5_RIG3,145.165,155.703,173.844,157.372,650.477,258.726,0.114271889,0,0,0,Diver,LIZARD3_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,hide,Individual,162.3063333,0,Plectorhinchus.chrysotaenia,3
176,Turtle 2LIZARD3_CAM6_RIG2,353.702,417.211,331.523,244.106,611.939,243.689,0.556426471,0,0,0,Turtle,LIZARD3_CAM6_RIG2,Haemulidae,Plectorhinchus,chrysotaenia,hide,Individual,330.9466667,0,Plectorhinchus.chrysotaenia,3
177,Turtle 2LIZARD4_CAM4_RIG1,406.48,413.657,424.787,430.477,1643.589,414.442,0.397518966,0,0,0,Turtle,LIZARD4_CAM4_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,422.9736667,0,Plectorhinchus.chrysotaenia,4
178,Turtle 3LIZARD1_CAM4_RIG2,393.64,419.075,440.798,334.68,1366.967,224.279,0.070106452,0,0,0,Turtle,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,carponotatus,C- turn,Individual,398.1843333,0,Lutjanus.carponotatus,1
179,Turtle 3LIZARD2_CAM5_RIG3,505.385,485.971,510.651,447.274,652.84,178.558,0.108500855,0,0.111818,0.123517,Turtle,LIZARD2_CAM5_RIG3,Haemulidae,Diagramma,pictum,flight,Individual,481.2986667,0.078445,Diagramma.pictum,2
