,unique_id,dfs.fid,dfs.prior.1,dfs.prior.2,dfs.prior.3,fid,length,speed.fid,speed.prior.1,speed.prior.2,speed.prior.3,Treatment,opcode,family,genus,species,activity,school_individual,DFSAvg,speed.priorAvg,scientific,site
102,Shark 5LIZARD4_CAM4_RIG1,0,0,0,0,1067.769,467.334,0.392655466,NA,NA,0.129738333,Shark,LIZARD4_CAM4_RIG1,Serranidae,Plectropomus,spp,flight,Individual,NA,0.129738333,Plectropomus.spp,4
103,Shark 6LIZARD3_CAM1_RIG1,515.206,NA,NA,NA,1069.408,255.474,0.408650704,NA,NA,NA,Shark,LIZARD3_CAM1_RIG1,Lutjanidae,Lutjanus,carponotatus,flight,Individual,NA,NA,Lutjanus.carponotatus,3
104,Turtle 1LIZARD1_CAM10_RIG2,0,0,0,0,0,468.305,0,0,0,0,Turtle,LIZARD1_CAM10_RIG2,Haemulidae,Plectorhinchus,albovittatus,no response,Individual,NA,0,Plectorhinchus.albovittatus,1
105,Turtle 1LIZARD1_CAM4_RIG2,204.061,184.541,155.972,167.449,0,117.127,0,0,0,0,Turtle,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,no response,Individual,169.3206667,0,Lutjanus.spp,1
106,Turtle 1LIZARD2_CAM4_RIG1,312.447,NA,305.004,275.452,0,270.445,0,NA,0,0,Turtle,LIZARD2_CAM4_RIG1,Haemulidae,Diagramma,pictum,no response,Individual,290.228,0,Diagramma.pictum,2
107,Turtle 1LIZARD2_CAM5_RIG3,529.501,465.496,516.077,522.05,730.639,286.713,0.248800855,0,0,0,Turtle,LIZARD2_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,501.2076667,0,Plectorhinchus.chrysotaenia,2
108,Turtle 1LIZARD2_CAM7_RIG1,268.937,275.829,293.629,256.428,0,255.923,0,0,0,0,Turtle,LIZARD2_CAM7_RIG1,Haemulidae,Diagramma,pictum,no response,Individual,275.2953333,0,Diagramma.pictum,2
109,Turtle 1LIZARD3_CAM2_RIG1,967.19,NA,NA,581.243,2430.997,566.31,0.568014545,NA,0.323606667,0.308667,Turtle,LIZARD3_CAM2_RIG1,Lutjanidae,Lutjanus,bohar,flight,Individual,581.243,0.316136833,Lutjanus.bohar,3
110,Turtle 1LIZARD3_CAM5_RIG3,86.46,118.534,106.245,119.777,1217.788,323.448,0.072088415,0,0,0,Diver,LIZARD3_CAM5_RIG3,Haemulidae,Plectorhinchus,lineatus,flight,Individual,114.852,0,Plectorhinchus.lineatus,3
111,Turtle 1LIZARD3_CAM6_RIG2,185.956,285.813,221.836,257.554,1045.55,320.197,0.091357391,0.150531579,0.054997667,0,Turtle,LIZARD3_CAM6_RIG2,Haemulidae,Plectorhinchus,lineatus,hide,Individual,255.0676667,0.068509749,Plectorhinchus.lineatus,3
112,Turtle 1LIZARD4_CAM4_RIG1,0,NA,0,0,0,597.735,0,0,0,0,Turtle,LIZARD4_CAM4_RIG1,Serranidae,Plectropomus,spp,no response,Individual,NA,0,Plectropomus.spp,4
113,Turtle 1LIZARD4_CAM5_RIG1,582.225,117.8,462.47,550.376,1803.346,216.73,0.379042105,0.140640526,0.097830435,0.145256667,Turtle,LIZARD4_CAM5_RIG1,Lutjanidae,Lutjanus,carponotatus,flight,Individual,376.882,0.127909209,Lutjanus.carponotatus,4
114,Turtle 1LIZARD4_CAM7_RIG2,0,0,0,0,0,258.597,0,0,0,0,Turtle,LIZARD4_CAM7_RIG2,Serranidae,Plectropomus,spp,no response,Individual,NA,0,Plectropomus.spp,4
115,Turtle 2LIZARD1_CAM4_RIG2,209.254,291.244,281.228,267.248,1521.913,195.276,0.179885714,0.017564,0,0.02436,Turtle,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,fulviflamma,flight,Individual,279.9066667,0.013974667,Lutjanus.fulviflamma,1
116,Turtle 2LIZARD2_CAM4_RIG1,290.802,NA,NA,291.9,0,271.41,0,NA,NA,0,Turtle,LIZARD2_CAM4_RIG1,Haemulidae,Diagramma,pictum,no response,Individual,291.9,0,Diagramma.pictum,2
117,Turtle 2LIZARD2_CAM5_RIG3,349.892,415.37,450.207,514.737,668.563,207.29,0.274965812,0,0.116395,0.126108,Turtle,LIZARD2_CAM5_RIG3,Haemulidae,Diagramma,pictum,flight,Individual,460.1046667,0.080834333,Diagramma.pictum,2
118,Turtle 2LIZARD3_CAM1_RIG1,128.525,88.83,122.073,143.15,2938.462,441.532,0.122078199,0,0,0,Turtle,LIZARD3_CAM1_RIG1,Haemulidae,Plectorhinchus,albovittatus,flight,Individual,118.0176667,0,Plectorhinchus.albovittatus,3
119,Turtle 2LIZARD3_CAM2_RIG1,94.049,109.42,92.393,274.76,1563.113,388.293,0.34056,0,0,0,Turtle,LIZARD3_CAM2_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,158.8576667,0,Plectorhinchus.chrysotaenia,3
120,Turtle 2LIZARD3_CAM5_RIG3,145.165,155.703,173.844,157.372,650.477,258.726,0.114271889,0,0,0,Diver,LIZARD3_CAM5_RIG3,Haemulidae,Plectorhinchus,chrysotaenia,hide,Individual,162.3063333,0,Plectorhinchus.chrysotaenia,3
121,Turtle 2LIZARD3_CAM6_RIG2,353.702,417.211,331.523,244.106,611.939,243.689,0.556426471,0,0,0,Turtle,LIZARD3_CAM6_RIG2,Haemulidae,Plectorhinchus,chrysotaenia,hide,Individual,330.9466667,0,Plectorhinchus.chrysotaenia,3
122,Turtle 2LIZARD4_CAM4_RIG1,406.48,413.657,424.787,430.477,1643.589,414.442,0.397518966,0,0,0,Turtle,LIZARD4_CAM4_RIG1,Haemulidae,Plectorhinchus,chrysotaenia,flight,Individual,422.9736667,0,Plectorhinchus.chrysotaenia,4
123,Turtle 3LIZARD1_CAM4_RIG2,393.64,419.075,440.798,334.68,1366.967,224.279,0.070106452,0,0,0,Turtle,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,carponotatus,C- turn,Individual,398.1843333,0,Lutjanus.carponotatus,1
124,Turtle 3LIZARD2_CAM5_RIG3,505.385,485.971,510.651,447.274,652.84,178.558,0.108500855,0,0.111818,0.123517,Turtle,LIZARD2_CAM5_RIG3,Haemulidae,Diagramma,pictum,flight,Individual,481.2986667,0.078445,Diagramma.pictum,2
125,DiverLIZARD1_CAM4_RIG2,167.596,131.403,136.0315,142.6045,1123.927,121.632,0.120702942,0.009605834,0,0,Diver,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,hide,School,136.6796667,0.003201945,Lutjanus.spp,1
126,DiverLIZARD3_CAM5_RIG3,274.767,429.6566667,397.427,387.172,1342.498333,157.1203333,0.668533333,0.149338,0.331370333,0.505883,Diver,LIZARD3_CAM5_RIG3,Lutjanidae,Lutjanus,fulviflamma,flight,School,404.7518889,0.328863778,Lutjanus.fulviflamma,3
127,DiverLIZARD4_CAM2_RIG3,105.234,263.749,210.848,169.5995,1375.003,139.322,0.129606115,0.049149834,0.035567334,0.063141667,Diver,LIZARD4_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,flight,School,214.7321667,0.049286278,Lutjanus.fulviflamma,4
128,PerspexLIZARD1_CAM2_RIG3,167.1973333,NA,NA,NA,0,90.12066667,0,0,NA,NA,Perspex,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,spp,no response,School,NA,NA,Lutjanus.spp,1
129,PerspexLIZARD1_CAM4_RIG2,169.2906667,115.2046667,127.0676667,179.349,0,116.807,0,0,0.018246444,0.010380778,Perspex,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,no response,School,140.5404444,0.009542407,Lutjanus.spp,1
130,PerspexLIZARD3_CAM3_RIG2,NA,121.5646667,102.642,99.21066667,0,190.9263333,0,0.028812111,0.017195667,NA,Perspex,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,no response,School,107.8057778,0.024530315,Lutjanus.fulviflamma,3
131,PerspexLIZARD4_CAM2_RIG3,NA,NA,NA,NA,303.7145,146.1271667,NA,NA,NA,NA,Perspex,LIZARD4_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,no response,School,NA,NA,Lutjanus.fulviflamma,4
132,PerspexLIZARD4_CAM5_RIG1,577.72,662.6506667,598.1876667,694.4936667,2055.507667,255.1093333,0.4451171,0.057656667,0.126832222,NA,Perspex,LIZARD4_CAM5_RIG1,Lutjanidae,Lutjanus,fulviflamma,flight,School,651.7773333,0.086141629,Lutjanus.fulviflamma,4
133,PipeLIZARD1_CAM2_RIG3,185.038,NA,NA,163.695,898.332,88.43566667,0.124425181,0.047986,NA,0.028748222,Pipe,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,spp,hide,School,147.2666667,0.041331222,Lutjanus.spp,1
134,PipeLIZARD1_CAM4_RIG2,95.14933333,NA,183.6893333,108.6843333,883.222,113.6786667,0.168343386,0.031927889,NA,0.036269222,Pipe,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,hide,School,156.7787778,0.037679667,Lutjanus.spp,1
135,PipeLIZARD3_CAM3_RIG2,NA,226.023,247.3525,204.033,1049.1985,202.823,0.141923657,0.084968167,0.090656,0.125368834,Pipe,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,flight,School,225.8028333,0.100331,Lutjanus.fulviflamma,3
136,SharkLIZARD1_CAM4_RIG2,84.3885,108.9865,123.8855,137.079,1138.0225,109.0005,0.020279843,0,0,0.014311,Shark,LIZARD1_CAM4_RIG2,Lutjanidae,Lutjanus,spp,hide,School,123.317,0.004770334,Lutjanus.spp,1
137,SharkLIZARD4_CAM2_RIG3,262.6795,240.746,283.471,237.081,773.3595,NA,NA,NA,NA,NA,Shark,LIZARD4_CAM2_RIG3,Lutjanidae,Lutjanus,fulviflamma,flight,School,253.766,NA,Lutjanus.fulviflamma,4
138,SharkLIZARD4_CAM4_RIG1,157.202,545.193,431.379,219.7453333,1096.438,221.1536667,0.313842342,0.066130333,0.264722667,0.160917,Shark,LIZARD4_CAM4_RIG1,Lutjanidae,Lutjanus,fulviflamma,flight,School,398.7724444,0.163923333,Lutjanus.fulviflamma,4
139,TurtleLIZARD1_CAM2_RIG3,33.57033333,89.75233333,71.67,116.2706667,967.311,NA,0.156159329,0.024566389,0.050313073,0.033706,Turtle,LIZARD1_CAM2_RIG3,Lutjanidae,Lutjanus,spp,hide,School,92.56433332,0.036195154,Lutjanus.spp,1
140,TurtleLIZARD1_CAM6_RIG1,96.872,139.8973333,133.3363333,98.59033333,0,NA,0,0.1362,0.234299333,0.127052,Turtle,LIZARD1_CAM6_RIG1,Lutjanidae,Lutjanus,fulviflamma,no response,School,123.9413333,0.165850445,Lutjanus.fulviflamma,1
141,TurtleLIZARD3_CAM3_RIG2,NA,164.7043333,172.879,172.742,0,183.5326667,0.134535659,0.041675778,0.072068333,0.038094444,Turtle,LIZARD3_CAM3_RIG2,Lutjanidae,Lutjanus,fulviflamma,no response,School,170.1084444,0.050612852,Lutjanus.fulviflamma,3
